Romance,Thriller,Fantasy,Science Fiction,Mystery,Non-Fiction,Historical,Horror,Adventure,Biography,ISBN
6,9,1,0,0,10,0,4,9,6,0809237628
1,9,7,3,2,9,10,7,1,10,0062509594
10,2,2,9,10,0,5,1,0,1,0399505962
5,3,5,8,9,9,7,0,7,8,0345337662
5,9,4,5,5,8,3,1,10,10,0345351525
8,1,9,8,1,7,8,9,8,9,0553205587
8,1,3,6,1,0,2,3,7,5,0449003787
10,1,8,1,4,3,6,7,4,9,0385265700
4,1,7,1,9,5,7,5,3,3,1573229326
5,3,7,8,0,3,3,1,5,2,068483376X
6,10,10,4,3,4,7,2,6,5,0385424736
0,6,6,0,8,5,1,4,10,3,0671617028
6,7,10,10,0,4,2,0,2,5,0373245513
6,7,10,3,2,4,8,5,8,5,0671696513
1,4,10,8,7,6,0,3,6,10,0373123086
6,5,7,10,5,9,2,3,2,0,0446605239
9,4,0,0,1,3,5,7,2,0,0440212723
2,2,4,10,3,3,8,6,3,2,0671016768
5,2,5,10,10,8,5,3,4,5,0060955775
10,2,7,3,7,9,9,2,9,6,0671004549
10,8,3,7,2,6,2,6,10,9,0802139256
9,10,10,5,1,10,2,5,3,5,055356160X
0,9,0,2,7,7,10,3,5,7,0345317580
6,10,6,3,8,9,5,10,2,4,0140022651
4,4,7,8,8,5,5,8,3,5,0380570009
3,10,0,6,9,10,5,8,6,6,0345260627
1,10,8,9,8,5,2,0,3,2,0671695304
0,2,3,7,8,2,5,9,10,4,0515134384
5,3,9,5,6,8,9,6,5,0,0345375580
1,0,8,9,9,8,6,1,5,10,0553295691
3,0,0,4,1,3,0,3,10,5,0971766711
9,3,0,6,1,8,2,7,7,2,0060009241
3,1,3,10,10,10,8,1,2,10,1551668521
10,3,4,0,6,9,6,8,3,5,0060002050
10,1,3,1,9,4,6,0,9,9,0061032093
6,9,5,5,7,7,5,2,4,1,0060001445
4,8,9,0,9,4,5,10,6,8,0380811065
5,4,6,0,10,4,1,3,6,4,0385335830
5,1,2,6,10,1,5,4,9,0,0515130389
10,9,10,3,10,1,3,0,1,7,0142004235
5,1,5,9,8,6,8,4,6,10,0061056774
6,2,6,0,8,9,5,4,6,4,0425169693
9,4,10,9,10,6,9,6,10,2,0452269571
2,9,2,5,5,2,2,7,7,6,0618002219
9,3,3,2,4,2,7,6,2,8,0252068505
4,8,6,6,5,1,8,5,7,0,0060392452
4,0,9,10,7,7,0,8,1,8,0590353403
0,9,8,3,8,6,10,5,4,10,0941104184
8,1,10,1,10,8,2,7,10,8,0380815931
7,3,0,3,8,1,2,9,7,5,0312263120
7,6,4,8,3,5,1,1,1,9,0446532231
6,1,1,8,6,10,2,2,6,4,0886777844
9,5,7,8,0,2,10,6,5,6,0875424961
7,5,2,1,6,10,0,2,10,3,0765341840
0,4,9,2,1,2,7,5,6,5,0385498802
5,2,7,6,6,5,4,9,7,4,0141002077
8,8,0,5,6,2,6,10,10,6,0449702545
10,1,6,0,4,8,6,6,10,1,0312291639
7,2,7,2,9,6,1,3,10,5,014018869X
10,8,4,8,4,9,7,0,6,3,0684874350
4,5,4,0,8,1,8,9,1,8,0446611212
5,10,8,5,5,10,1,7,2,6,0316168688
4,2,0,7,2,1,0,3,7,2,0553240307
0,3,8,0,10,1,8,1,2,6,3257229534
2,8,5,2,8,0,9,2,0,1,0440241537
7,6,1,1,8,5,4,9,5,8,034538475X
10,6,9,9,8,3,1,7,3,8,0671002406
3,7,8,8,9,3,0,2,8,3,0345419995
4,6,4,3,1,1,3,9,9,8,0345388674
7,2,8,4,10,2,4,9,3,7,0380718340
4,9,7,8,3,6,1,5,7,6,0451153553
6,7,6,4,6,9,2,4,6,8,0142001805
1,3,6,0,1,8,9,6,9,6,0375706062
5,2,9,2,1,10,5,3,4,2,0425147622
5,10,2,7,8,3,8,6,2,6,0451180410
0,2,5,3,6,2,0,8,5,7,0380400480
2,7,1,3,2,9,0,6,10,9,0425092178
1,3,8,5,7,1,6,5,8,6,0345384369
0,7,10,9,2,1,2,10,5,2,034539657X
9,4,5,7,6,10,7,2,3,5,0020532105
10,6,8,0,7,7,5,3,2,10,0425144429
2,5,7,6,10,0,10,5,6,6,0312305060
8,10,10,9,4,0,1,3,4,8,0486290492
10,0,2,4,2,3,2,3,0,7,0060175966
3,6,1,1,5,1,5,10,1,3,0312876513
6,7,2,8,1,7,7,3,0,0,0803287100
1,8,1,1,5,6,6,8,5,7,0295955252
10,5,1,0,4,8,7,3,4,4,0824811720
5,2,4,1,9,0,10,0,9,6,0385482388
1,3,4,6,1,5,0,6,8,4,0679733760
4,3,2,8,4,7,8,4,9,8,0399141146
1,8,10,3,5,5,5,1,6,5,0375706771
10,0,1,6,0,0,0,7,3,3,0452260116
1,10,10,10,0,9,8,6,3,5,0812517725
1,6,1,9,7,7,0,7,1,5,0316037443
0,4,10,6,9,0,1,6,5,2,0451191145
9,1,9,3,2,6,7,1,9,6,0440403278
7,5,5,9,0,3,0,3,1,10,0060987561
4,9,8,10,9,2,7,2,5,3,0312265867
7,10,5,7,0,5,0,0,7,6,3423204206
2,5,8,6,2,5,10,3,2,8,0786881852
9,1,0,1,6,9,0,5,6,8,0345413873
7,5,2,7,6,2,8,1,2,1,0380726262
0,3,4,5,4,0,2,0,10,4,0064410129
4,10,5,7,9,0,3,9,10,0,0345348176
8,10,6,6,4,6,1,3,6,2,0440400759
1,9,1,0,4,5,5,8,3,0,0451450825
5,4,9,5,2,1,5,0,6,6,0679746048
9,6,10,9,0,3,6,10,8,4,0446610100
1,6,9,0,6,5,6,9,2,2,0312966970
6,1,0,8,8,6,6,2,9,1,051512317X
10,6,8,0,3,5,6,9,6,9,0345367421
1,3,4,0,0,9,2,9,2,7,0380002930
8,10,0,10,1,9,1,3,1,6,0449003183
8,6,5,9,0,10,9,8,4,10,0449210952
4,5,8,7,7,7,0,0,7,4,0312971346
8,1,8,7,8,3,0,0,4,1,0140280553
7,9,10,4,4,1,6,7,9,0,0385474016
1,9,3,4,1,0,8,0,3,1,3404141970
10,3,7,7,10,8,10,4,6,2,0345338545
9,3,9,8,9,9,0,1,4,2,0375701044
1,0,9,2,0,0,0,7,2,10,0375412824
0,6,9,2,7,3,3,4,5,6,1558743669
3,7,5,0,0,8,9,5,9,7,0385721617
6,5,3,6,8,10,9,9,6,0,0553582135
9,8,3,2,3,3,9,10,1,0,0451150635
9,0,7,1,9,4,3,7,1,9,0312848846
8,6,6,0,1,3,3,10,2,6,0767907817
7,1,3,2,1,5,3,5,1,3,0385720106
10,5,4,2,7,6,2,5,3,10,0553208845
4,10,4,6,10,4,10,2,9,4,0842329218
6,4,4,8,2,5,0,9,4,7,0440221471
4,8,10,5,7,9,7,2,6,6,0425143325
9,5,6,1,8,9,9,0,0,2,0425180964
2,0,6,3,9,1,9,4,5,8,0399148019
3,1,4,2,1,0,9,1,5,7,0373063121
2,10,8,8,1,7,9,10,4,3,0743411250
9,4,3,7,3,9,5,1,4,5,0060502258
4,1,6,3,7,6,6,8,0,9,0802132952
5,5,5,5,9,6,9,5,0,2,0440204887
1,5,7,2,9,7,7,4,7,5,0345339681
4,8,6,7,0,10,1,7,8,3,0345272579
9,10,9,8,3,9,9,9,8,10,3423202947
6,1,8,3,7,6,6,7,0,4,0374332657
1,1,0,4,1,3,2,2,1,5,0451528018
1,7,7,4,9,6,3,0,10,1,044048474X
9,9,3,0,7,8,3,9,2,1,0517580497
4,2,9,6,10,5,0,7,1,4,1558744630
8,7,1,8,4,9,5,2,2,9,038533348X
7,10,9,9,1,10,1,4,5,1,055357230X
4,6,9,9,7,6,7,8,4,4,0671004107
10,9,3,8,4,1,9,7,6,7,0671683993
2,3,4,5,0,3,10,9,4,6,0439064872
4,0,10,6,7,6,10,3,7,4,0679751602
9,8,9,4,0,8,4,5,3,5,0440784743
7,2,4,1,1,6,9,9,10,9,0553211404
5,3,4,0,6,7,8,7,4,2,0380718650
9,10,8,5,4,2,5,2,9,5,0515102652
3,1,7,3,8,6,1,3,4,2,0312263996
8,4,1,10,2,8,6,1,8,3,1400032717
8,1,9,3,4,1,9,0,6,9,0374100128
0,10,10,7,2,9,5,6,9,0,0061097314
5,6,5,3,0,10,8,3,6,6,0140119906
1,0,7,7,6,7,2,10,1,6,0446677426
7,0,9,8,10,3,3,2,5,0,0451524039
5,1,8,1,6,0,6,4,7,3,0060987049
9,6,5,4,3,6,4,4,0,1,0571169341
4,2,1,3,3,3,3,2,6,8,0345404475
4,3,10,1,1,4,6,9,9,8,0140051317
6,4,9,9,9,5,10,2,4,7,0140124373
0,0,6,4,4,0,8,0,4,9,0553579606
8,3,7,5,10,2,3,1,0,7,0446605786
0,10,0,3,9,9,5,8,0,6,006099486X
9,10,4,7,6,3,3,5,5,8,044652087X
4,7,4,1,5,8,2,0,0,2,0670855030
9,4,2,8,7,2,8,5,6,3,0425118703
3,1,4,7,6,6,5,2,4,0,0571200435
6,8,0,1,2,2,7,6,5,9,0553109839
9,10,3,8,0,10,1,3,2,0,0140296409
4,6,1,4,5,10,6,0,6,3,0140259112
7,3,5,8,4,3,7,8,3,2,0375401598
7,4,1,9,8,2,1,0,7,10,0061000043
2,6,0,0,8,7,2,5,10,2,0553289411
3,0,4,0,0,9,10,10,6,5,0394717406
1,10,1,10,6,0,1,7,5,1,0312872402
6,3,1,5,10,8,10,8,7,2,0765342987
2,1,4,3,6,3,8,1,10,5,0451456718
6,3,5,6,3,7,8,0,6,8,0446530522
9,4,1,9,5,6,1,1,9,9,0330327917
0,3,6,8,2,10,6,6,6,1,0060092963
5,1,5,9,2,1,5,1,4,1,0312992203
2,2,5,5,9,2,2,0,6,7,0451201507
1,3,9,6,7,0,3,5,2,4,0553208799
9,8,10,2,4,7,5,3,7,10,0821767747
2,2,3,8,4,7,5,2,7,8,0380793059
7,3,10,5,0,3,7,0,2,0,0440419468
8,1,8,3,1,3,10,10,9,5,0446602612
10,6,2,2,9,7,4,3,6,6,0446612790
8,8,4,7,9,0,8,7,5,2,0446606383
2,7,4,9,10,6,4,7,9,9,0553213148
3,1,2,7,10,6,1,5,8,3,0380725584
8,1,1,8,6,6,0,10,5,6,0394571029
10,5,5,1,5,3,8,0,7,4,002542730X
0,3,0,5,1,4,6,1,5,5,0804111898
4,4,2,9,9,10,1,6,0,5,0451203895
5,2,1,1,8,10,4,6,4,6,0553272535
3,7,10,9,10,9,6,9,4,10,0445406488
5,4,6,1,4,9,2,8,5,9,0553213377
2,6,3,2,7,3,10,0,5,9,0345347951
10,10,0,4,6,5,1,10,3,10,0441006345
1,10,0,2,2,6,0,8,10,5,0671721380
3,2,2,1,1,9,4,8,1,1,0446356018
5,9,1,3,5,4,0,5,0,2,0399136487
9,4,9,4,9,5,9,7,4,10,039480001X
0,4,2,3,7,6,10,4,1,5,0345273303
10,5,9,9,10,5,8,10,7,7,1857022424
0,4,6,5,4,7,2,5,4,7,068484477X
3,7,9,1,8,8,9,9,5,3,0393317552
3,5,4,5,6,6,8,7,5,5,0375504397
4,0,8,8,8,10,7,9,2,0,0452283205
10,7,6,4,9,6,9,3,8,10,0316779237
9,1,8,8,4,10,0,6,9,9,0385421982
3,8,5,2,5,9,5,4,1,9,0316085251
9,1,6,1,5,4,3,6,7,3,0553250531
0,0,0,10,0,4,3,8,2,6,0553148001
10,7,5,9,0,7,9,2,7,3,0440213525
7,10,0,2,5,8,1,10,0,9,0451188462
2,3,10,4,2,9,10,1,1,6,0439136350
8,9,1,6,6,10,6,2,6,0,0064400557
9,0,4,1,8,6,3,3,1,4,3453061187
3,0,7,2,5,3,8,6,8,9,0553568728
2,0,4,2,5,7,10,3,4,4,0345379802
3,3,3,3,3,4,1,1,8,1,0671867172
5,1,4,3,6,6,5,9,4,0,0446613436
2,8,0,4,1,3,10,0,2,9,0449006530
6,9,2,3,1,2,8,2,10,4,185326041X
1,3,6,6,2,4,0,9,9,9,0613329740
10,0,4,9,8,0,0,3,3,1,0836204387
8,8,1,8,5,7,9,3,1,1,0064407055
8,0,6,10,2,2,1,9,5,9,0553262505
1,9,3,9,8,8,5,3,6,0,0020427859
3,4,7,1,4,5,4,8,9,0,031286258X
2,1,2,9,8,8,9,1,2,3,0316107018
8,2,6,2,6,6,8,1,5,8,0141309814
1,1,4,9,9,9,7,10,8,1,0316096199
4,6,5,5,6,2,2,9,8,7,843509975X
4,5,10,9,0,9,0,3,1,10,059045899X
6,1,9,1,4,3,7,3,5,4,0060954884
10,1,10,7,1,8,8,2,3,7,0373079613
8,2,4,10,7,2,6,10,7,9,0440200989
10,2,1,9,6,8,0,2,4,2,0671568175
0,6,6,9,7,4,9,4,4,0,0446607193
9,4,5,0,10,6,0,10,1,1,0515124656
4,9,6,0,9,0,0,5,1,0,0373484003
5,1,5,9,7,1,10,8,7,9,0399226907
0,6,9,5,5,5,5,9,6,2,0767905385
5,2,6,6,7,1,8,4,8,9,0440211263
4,6,10,8,3,1,8,1,2,9,0553260111
1,2,5,2,9,7,10,5,6,0,0743411439
2,2,1,6,8,3,4,2,10,8,0385152922
3,4,0,10,1,8,1,4,7,2,0767900383
5,3,10,6,9,2,5,9,8,10,0671728571
9,0,2,1,7,6,1,5,2,7,0425116840
9,2,9,8,0,4,2,5,9,1,0882893327
8,5,6,4,8,0,4,10,9,10,0425191184
5,6,3,0,10,7,9,3,2,6,0836218221
1,7,5,6,4,8,4,10,4,2,0590224735
10,0,1,7,0,6,4,2,10,6,074343627X
8,1,7,8,10,2,1,6,4,4,039914465X
9,4,3,4,3,5,3,1,8,1,067102423X
8,9,5,8,8,2,0,0,2,4,0380797399
2,8,8,2,2,4,1,5,6,8,0345334531
5,2,4,3,4,7,7,5,0,7,014004387X
7,1,3,1,3,9,6,8,7,8,0345390458
7,1,6,1,10,1,3,0,4,5,0553268880
8,9,7,1,0,1,6,3,9,4,0446521582
6,2,9,1,6,4,0,0,8,4,0151002630
0,6,8,10,0,9,3,2,4,6,0316666009
7,1,6,0,6,7,1,8,0,5,0345391810
0,2,10,5,2,7,4,1,3,8,0446611867
3,9,9,7,4,10,10,9,0,6,0385336179
2,9,7,2,0,4,1,10,3,0,8440631480
8,5,7,10,3,8,1,8,4,5,0553582755
2,3,5,6,0,6,0,4,5,1,0452268060
9,8,9,5,6,9,7,10,9,0,044651652X
7,3,9,7,5,10,8,10,3,1,0385337272
1,4,9,8,2,7,3,5,9,5,0142002267
2,4,2,10,10,0,6,3,6,2,0064407314
10,4,4,1,10,9,1,3,3,3,0446679593
5,1,5,6,10,9,2,10,7,1,1573225517
10,7,10,4,1,6,1,5,9,2,0316346624
8,2,10,2,4,6,7,10,6,8,0802130208
4,9,10,2,5,4,3,1,6,4,0156628708
3,7,8,8,2,2,4,4,9,1,0060199652
0,7,2,0,0,10,1,5,5,2,034541389X
3,1,1,6,0,6,0,5,2,7,0316284955
5,10,1,7,4,7,7,5,1,7,0375501371
10,5,5,7,0,1,8,10,7,6,006447335X
6,4,1,10,5,9,2,3,9,10,0060987529
1,1,7,7,9,5,4,7,3,10,0312951426
3,4,0,0,1,7,6,9,8,4,0312953615
1,6,7,6,6,4,1,5,3,9,0671567829
1,8,6,5,4,2,9,9,3,2,0375703764
10,7,2,6,6,6,6,1,9,2,0446608262
9,8,2,1,8,9,8,3,8,2,0440225779
6,6,10,7,9,3,2,2,4,10,0380804557
0,9,2,5,2,4,8,1,10,1,0553560247
5,5,10,10,7,10,1,8,1,0,950491036X
9,1,6,7,4,5,0,5,7,2,0553295772
10,0,10,3,0,7,4,0,7,8,0679454446
9,1,8,7,6,2,1,6,4,5,0451124383
3,1,8,2,6,7,1,5,10,7,0451408888
6,10,2,0,5,7,5,4,10,7,3257231393
1,0,0,3,5,8,0,0,4,9,0786869216
4,4,9,5,7,2,8,0,3,8,0943233437
7,9,8,0,8,2,10,9,8,0,0375727345
0,8,10,5,3,6,4,9,6,7,0446608890
7,0,7,5,3,7,2,3,5,10,0316781460
6,3,3,6,5,10,7,0,9,10,0425188787
6,6,10,6,6,9,9,7,8,8,0345382323
1,6,6,3,8,7,0,1,1,10,0553275852
7,0,3,9,4,8,6,7,10,8,1551668912
6,4,4,9,10,5,4,10,8,2,0380017601
2,6,6,5,2,6,4,6,1,5,0375703861
7,0,3,10,0,0,9,10,7,6,0060391448
9,0,10,1,3,0,2,7,7,7,0440967694
5,5,4,8,3,9,6,0,8,6,0425152251
9,8,6,1,5,9,10,3,2,1,0312924585
5,7,5,8,4,1,7,8,9,3,0140132708
5,10,9,7,8,4,5,10,3,4,1931561230
6,8,9,10,5,5,7,10,3,2,0345460952
6,4,1,1,10,5,7,0,10,5,0312274920
1,1,6,9,0,5,6,7,6,5,042518627X
8,2,10,5,3,1,0,0,10,9,0312171838
2,3,1,10,10,10,0,3,6,9,0688175716
10,5,5,10,8,1,3,4,0,7,0425162443
7,5,4,7,2,2,1,4,2,2,0345423291
5,7,1,3,10,6,0,0,9,6,0515132020
6,0,0,3,4,4,3,7,6,8,0515131229
6,9,0,6,0,6,9,7,10,8,0345445732
2,3,3,8,6,2,9,4,6,7,0312199430
0,1,6,10,1,6,8,10,1,6,0486270610
3,10,1,6,4,0,4,2,6,5,0451183746
7,4,1,8,10,7,5,9,6,8,0789467747
6,2,5,10,10,6,1,2,3,9,038079487X
5,0,8,4,6,8,8,0,0,2,0684872153
5,1,9,10,0,0,4,3,0,3,0140622500
2,1,8,10,0,6,3,4,9,4,0312421273
0,5,8,1,6,5,4,3,3,5,0062512668
3,4,5,4,6,8,9,6,6,3,0440241162
0,7,3,0,4,7,3,7,7,2,0762403004
8,2,0,1,5,9,1,5,0,10,0380732181
0,4,9,10,8,7,2,2,0,2,0156007754
10,0,7,0,4,8,6,3,10,8,0553371010
8,1,9,9,10,5,3,7,10,6,031205436X
6,10,9,8,4,5,0,5,1,5,0671027638
8,7,8,9,7,2,7,5,5,5,0736909672
2,9,0,3,9,5,10,9,1,6,0515134449
6,10,3,3,0,1,8,9,7,7,0064407675
8,6,8,9,1,5,2,10,5,2,8408043641
7,10,3,9,5,8,1,1,6,1,0553571818
1,3,8,7,1,7,3,1,10,9,0441790348
6,5,9,4,10,0,1,7,0,2,0345377494
1,4,3,6,4,7,3,5,3,1,0393038025
0,0,7,3,4,10,7,6,7,7,0451525426
5,9,1,5,0,0,10,2,2,10,0375760911
4,0,9,5,6,9,10,2,3,9,068480087X
10,9,9,9,9,2,0,7,9,9,0515131083
1,0,7,6,6,3,10,8,5,1,156955028X
0,0,8,3,4,2,3,7,3,8,0451184149
8,5,1,9,10,6,8,5,2,6,0399142789
4,0,2,4,6,2,5,4,0,9,0375406530
5,7,0,1,3,1,10,8,9,7,006000438X
7,3,4,3,8,1,10,7,1,0,0385318782
9,2,8,2,8,6,9,0,9,4,0060517794
8,2,8,4,8,9,5,8,6,6,0345413350
7,6,8,10,8,5,6,1,8,0,0140298363
0,2,5,4,1,8,9,3,3,4,0345379330
7,9,3,4,3,5,2,7,5,9,0151446474
4,1,9,9,6,1,0,6,4,0,0670813028
3,3,9,6,8,1,0,1,6,9,0451197410
5,3,0,0,4,0,6,10,0,0,0316601950
1,10,9,2,10,0,8,9,7,4,0399151435
10,1,4,5,0,10,3,8,1,4,0061006629
0,3,3,5,9,8,2,8,5,6,0553286390
9,1,10,9,5,5,1,1,1,9,0345353749
0,4,7,1,4,7,9,4,1,2,0345313151
5,10,10,4,10,3,3,4,1,8,0345314255
1,9,1,9,8,2,9,6,3,5,0380004933
3,9,6,0,2,2,0,5,10,8,0451131312
7,10,6,9,7,5,8,2,9,9,0060977337
8,3,6,8,1,1,8,2,8,4,1573227331
5,1,7,10,8,1,5,5,7,9,080411918X
4,8,0,8,9,6,3,2,9,10,0440237300
5,0,2,1,10,8,2,1,3,1,0066214122
0,5,9,7,9,9,1,8,2,7,0312192339
7,2,2,5,0,3,0,2,8,4,0446386405
4,10,3,2,4,10,3,7,3,10,0440125081
7,5,10,4,3,3,3,10,8,3,0446604275
8,9,5,9,6,9,2,7,2,0,0375502238
9,4,1,9,5,9,8,0,3,0,0451183665
0,7,10,1,0,10,7,3,2,3,0399150897
10,4,0,10,0,2,5,0,10,1,074322535X
6,0,6,3,9,5,7,8,5,10,0399148728
8,3,5,7,8,2,1,5,3,0,0312264372
7,8,8,1,8,6,4,6,8,7,0670861944
5,3,0,5,2,5,5,3,1,8,0099521016
1,2,9,0,6,0,10,8,10,10,0060086246
0,4,6,2,8,7,2,4,6,3,0373250193
4,2,8,9,8,6,9,1,6,6,0451410947
10,4,8,10,2,3,0,5,3,0,038550926X
1,2,8,7,6,10,3,0,7,3,0552998001
2,8,9,3,3,8,10,1,4,3,0671004530
8,4,8,10,8,1,8,2,3,0,3499129728
0,0,8,10,7,4,4,8,2,2,0060959037
6,8,5,1,0,1,0,9,9,8,055327886X
9,7,6,2,7,1,1,10,9,2,014028009X
6,0,7,6,3,4,9,0,3,0,0140254587
0,9,0,6,6,3,1,2,7,7,3442541034
10,10,5,9,8,10,8,3,0,0,0446361305
9,4,1,5,6,0,5,7,4,6,0028604032
9,5,3,6,9,8,9,9,6,4,1852428112
6,2,1,10,4,3,4,7,3,8,0374525641
6,9,6,7,5,7,2,9,9,0,0375701311
5,0,8,1,10,1,6,1,9,7,0446600342
5,6,6,5,9,10,8,8,6,8,0446364150
9,2,2,0,4,3,1,8,2,7,0446360708
5,4,0,3,2,0,4,5,1,2,0373098677
10,5,3,8,4,3,1,5,9,1,0452282829
6,2,8,10,4,7,10,5,9,7,0871135809
10,2,2,4,10,9,2,7,9,7,347354034X
1,3,9,0,3,10,3,9,8,2,034540761X
1,8,8,0,5,9,7,2,10,8,0859696707
1,5,0,6,2,6,3,8,4,2,0060929871
7,5,1,2,7,9,6,9,5,0,0393312836
8,2,4,6,6,2,3,9,6,7,0393318680
1,8,6,7,5,5,8,3,10,10,0590409433
4,8,0,3,6,10,8,10,9,5,0385722206
7,8,9,3,0,7,1,10,0,6,0061095540
9,8,10,8,2,5,6,9,8,1,0061002860
7,6,3,1,7,10,4,5,10,6,0142001430
9,0,7,3,8,0,10,1,5,10,0505524139
9,10,0,3,7,9,4,8,10,10,0345463404
5,0,5,5,5,7,5,4,10,1,0060580208
3,9,4,9,3,1,6,9,9,1,0425191257
0,4,0,0,0,5,8,9,10,0,080410526X
4,8,8,0,7,0,7,0,4,7,0767914767
5,8,0,8,0,9,9,2,0,2,0374232105
10,1,1,8,7,0,3,0,0,3,0393310329
1,2,10,8,1,3,0,1,4,9,8432216062
0,10,6,3,5,7,5,1,0,7,0140270590
7,8,5,0,8,2,10,5,9,9,0440235596
10,8,10,2,4,4,9,6,3,10,061810450X
3,6,8,10,3,3,5,5,6,0,0345291794
10,2,8,5,5,4,10,2,10,4,0345301064
0,2,3,4,9,8,3,2,9,0,014019536X
9,5,6,9,7,0,3,10,4,1,0380816555
0,7,5,4,8,10,10,1,9,7,0441627404
10,9,8,0,6,7,2,3,2,6,0553562738
8,2,5,7,5,1,6,1,1,1,0802134475
10,0,10,0,6,4,10,2,0,10,0553274066
9,5,10,0,8,1,0,6,5,5,042516098X
4,10,3,10,3,2,9,7,6,8,0446613266
0,6,9,3,6,0,4,2,4,3,038549081X
1,10,3,2,0,9,7,4,3,9,0552998486
4,3,2,4,3,0,2,9,9,7,0671041789
6,1,0,2,4,9,10,0,2,2,0439139597
4,2,8,0,3,9,9,3,0,1,0439064864
10,0,5,2,6,4,8,6,3,4,0380726297
4,10,4,9,8,9,2,5,7,10,0394839129
8,6,2,0,3,5,2,0,5,0,0449003795
8,10,0,5,0,6,2,5,6,0,1551668998
0,4,5,8,0,3,9,7,9,8,042516828X
2,10,1,3,1,0,2,6,0,1,044651862X
0,7,4,7,2,6,7,5,6,1,1567185126
7,4,6,0,4,0,7,3,3,1,0875425011
4,0,8,4,5,1,9,9,0,3,0764809326
6,5,9,0,0,7,3,4,6,7,043935806X
9,6,1,3,9,0,9,8,2,2,0439313899
9,8,9,2,7,1,2,1,0,1,0425158640
7,8,1,6,4,2,8,5,10,0,0553213113
4,6,3,7,9,4,8,8,8,0,0060988258
1,2,3,9,8,9,5,0,8,5,0440220602
3,3,2,6,2,1,9,7,3,7,042513525X
0,4,8,0,10,3,5,9,7,2,0451156609
4,6,0,6,10,7,7,8,5,5,0380016699
1,2,3,3,7,0,9,3,10,10,034530988X
10,3,0,2,4,5,8,8,8,10,1400031354
0,8,7,1,10,0,0,5,8,6,0425170349
4,10,1,0,1,0,2,5,7,2,0380709538
9,8,9,4,6,7,2,1,1,4,0671695169
0,1,8,6,5,8,6,10,4,8,0446608955
5,5,10,3,0,4,10,8,7,7,0440204194
4,8,2,2,0,8,5,1,7,8,0060926015
8,1,1,6,10,3,0,7,1,2,2253044911
4,2,6,6,1,6,10,5,9,8,2253033138
8,1,6,4,5,0,6,5,3,0,067972883X
8,3,1,7,1,4,10,5,10,7,0440414806
10,0,0,3,4,8,10,6,6,7,846630679X
4,4,0,8,5,8,2,4,1,9,0140621334
4,7,10,1,7,3,9,9,0,4,0440241073
0,6,7,2,2,6,3,2,7,2,0553287303
6,1,10,10,0,5,7,0,9,8,0451190521
2,2,3,10,0,8,10,2,9,3,202025462X
0,3,0,4,4,10,6,7,3,6,2290312959
3,2,5,3,2,8,4,6,5,9,0881849804
4,6,10,5,9,1,2,1,2,0,0884042871
7,5,1,7,5,6,10,0,6,2,0380003821
10,7,5,3,10,7,8,9,1,5,0449227421
4,4,9,10,2,7,7,4,7,9,3442430879
7,2,1,8,1,8,3,1,9,0,1558506462
3,8,8,3,8,5,0,9,5,8,0140245480
1,5,1,3,7,6,10,8,6,0,0446603287
1,5,6,2,8,6,5,5,0,4,0515132187
9,2,6,9,2,4,6,2,9,1,0449213447
5,7,3,8,7,6,6,2,5,4,0425154092
0,10,2,0,3,9,2,10,3,8,0425179613
2,5,5,6,8,6,0,7,4,8,0060969911
9,4,4,1,10,2,9,8,6,0,0688171877
2,1,0,8,7,4,10,1,0,6,0871136791
10,10,1,0,1,6,6,9,5,4,0553380095
2,2,10,8,3,8,3,1,3,5,0060391502
5,4,0,2,4,5,0,8,2,9,0553284347
2,10,1,7,2,5,1,6,3,8,042516876X
9,8,6,7,2,10,4,1,9,6,0385475721
7,8,10,10,6,9,9,7,8,5,1551667509
9,1,1,3,8,6,1,7,10,6,0679405283
8,7,2,0,1,1,3,5,3,8,0515137111
3,5,5,9,10,9,0,7,2,5,0060542799
2,10,1,4,0,8,10,6,2,3,0451205561
5,2,6,5,8,4,3,2,9,0,0345389964
2,2,6,6,0,2,7,8,6,6,0312099045
10,7,5,10,2,0,6,0,0,8,0312966091
9,6,10,3,5,0,6,5,3,6,0385265565
2,0,3,2,0,1,10,4,7,0,0670813648
3,3,4,6,7,5,0,6,2,5,0375504613
7,6,9,5,8,8,0,0,0,7,0671001795
9,6,2,1,3,2,6,9,7,5,0446600253
2,5,1,6,10,9,6,3,7,3,0345386744
6,3,4,6,9,2,9,4,10,2,0671007696
4,2,10,9,10,6,0,8,8,4,067100767X
8,9,5,4,2,10,10,7,3,9,0515135356
2,5,7,8,5,4,10,1,1,8,0525945210
1,1,2,2,3,6,8,1,3,8,0688177743
1,9,10,0,9,7,8,6,7,3,0679439382
3,1,7,10,1,8,3,0,3,2,0451179188
5,6,7,1,5,5,9,4,9,9,0804108749
6,2,3,9,8,3,2,1,4,3,0425121631
7,6,5,10,1,2,9,8,8,4,0804109052
2,1,7,5,9,10,6,0,0,9,0316693235
1,9,2,0,4,2,0,7,10,5,0451188616
8,2,8,8,0,2,5,7,3,4,0380820846
8,5,6,6,3,3,3,10,4,4,0425153975
7,8,1,10,6,0,0,3,9,6,0425119653
1,10,1,0,9,1,6,8,5,9,0553579983
1,9,9,8,6,10,0,8,1,3,0399149325
8,3,2,0,6,5,9,3,5,5,0380750848
