Romance,Thriller,Fantasy,Science Fiction,Mystery,Non-Fiction,Historical,Horror,Adventure,Biography,User-ID
17,35,7,28,7,14,17,0,35,28,199092
16,26,0,13,16,10,10,16,5,5,199167
10,55,29,12,49,70,70,70,45,54,199209
34,31,38,30,16,36,35,45,23,26,199416
25,0,51,19,26,25,16,44,50,44,199515
31,61,57,52,49,30,55,46,52,57,199772
27,26,47,43,15,11,58,33,24,19,200226
72,63,0,0,36,45,18,72,81,45,200245
29,40,37,5,16,42,39,5,27,30,200422
40,46,10,30,52,51,70,33,30,20,200643
12,37,37,60,57,47,42,40,32,60,200674
16,16,28,20,16,0,16,28,32,20,200978
78,57,14,75,40,37,0,90,71,29,201017
44,48,28,24,35,52,37,41,15,38,201042
69,40,39,41,64,52,48,53,20,30,201058
81,9,54,36,90,45,9,36,81,27,201141
24,35,44,32,10,41,28,41,39,39,201290
28,12,34,26,10,40,44,32,34,46,201353
26,40,30,35,34,37,40,29,40,42,201447
41,33,50,47,52,20,45,24,61,21,201526
9,27,12,21,27,24,0,24,12,9,201548
28,51,22,28,22,12,64,26,45,57,201641
0,54,45,63,54,27,18,18,27,72,201674
33,34,43,42,46,36,28,26,38,47,201677
15,33,26,48,26,19,24,30,30,11,201684
37,28,23,43,39,22,41,27,7,6,201768
0,40,0,0,0,50,80,90,100,0,201776
41,43,45,17,45,14,29,46,47,36,201783
52,28,48,12,57,24,22,37,18,34,201969
49,45,26,31,32,27,23,34,23,65,202277
12,5,20,22,9,4,15,20,15,13,202358
10,52,24,56,14,24,42,31,28,31,202462
64,48,48,24,32,40,80,8,24,24,202564
23,45,33,37,32,39,31,55,52,30,202711
49,44,67,59,58,45,24,45,62,18,202963
21,36,28,28,8,26,44,47,21,33,203017
43,20,13,16,20,35,31,44,36,21,203044
52,55,43,27,41,30,22,50,45,36,203074
51,54,47,40,32,50,59,42,46,49,203075
27,24,42,35,21,33,49,26,30,27,203240
32,33,16,38,10,15,35,38,29,47,203280
8,12,36,12,12,4,20,28,32,0,203380
30,57,50,57,55,24,34,76,0,45,203401
72,54,0,18,27,27,36,18,18,0,203566
0,0,0,0,0,0,0,0,0,0,203567
32,60,44,57,48,42,40,40,39,49,203603
60,48,71,57,44,55,51,40,23,25,203764
28,43,12,62,52,31,14,39,62,23,203799
0,0,0,0,0,0,0,0,0,0,203844
30,10,0,70,40,90,10,70,20,60,203900
30,31,70,55,48,25,39,48,39,42,203910
16,15,16,12,10,2,8,9,5,7,204167
35,58,30,51,47,36,39,50,44,30,204359
83,33,76,46,66,53,36,66,46,60,204393
42,56,28,74,63,50,53,21,57,25,204457
25,25,17,23,23,19,29,31,22,36,204474
40,26,36,35,35,37,33,61,25,34,204591
30,0,31,51,12,52,18,52,25,44,204663
47,45,62,67,56,39,41,65,47,47,204676
32,59,50,49,30,57,26,49,48,48,204813
36,54,6,36,12,0,60,42,42,54,204825
37,38,46,42,13,42,40,42,30,65,204864
23,24,30,16,23,30,6,22,30,12,204936
15,10,20,25,0,5,0,10,35,35,204946
26,33,45,43,39,32,7,27,34,25,204964
81,72,63,45,0,63,63,72,81,90,205072
0,40,56,16,24,32,48,80,40,8,205281
47,26,34,53,33,30,50,38,30,32,205383
28,24,48,35,27,45,45,46,26,56,205426
0,0,0,0,0,0,0,0,0,0,205448
53,51,31,32,56,26,48,41,21,48,205473
46,39,20,43,59,48,33,47,49,32,205487
36,54,38,54,19,56,22,29,45,51,205708
38,53,30,33,46,48,39,48,50,56,205735
22,40,31,27,40,13,4,36,4,0,205843
50,34,31,19,26,25,50,36,42,15,205919
20,33,19,32,26,27,34,33,44,37,205943
13,21,40,48,53,35,33,31,25,20,205980
5,35,10,15,30,45,40,5,10,15,206016
49,10,24,69,15,73,38,23,53,69,206074
29,40,39,29,40,43,32,29,21,66,206202
45,56,60,53,32,70,70,34,57,34,206219
24,48,72,40,36,86,44,32,43,9,206249
49,63,56,0,56,14,70,63,56,0,206305
43,28,17,27,34,44,40,51,40,75,206393
5,20,5,30,25,45,30,40,5,40,206423
36,69,69,45,52,33,56,33,37,78,206438
0,0,0,0,0,0,0,0,0,0,206475
40,28,46,61,60,32,33,68,44,59,206534
25,42,24,41,41,46,53,44,32,38,206563
30,17,25,12,12,22,22,35,25,0,206567
8,72,72,40,8,80,64,32,48,24,206691
35,32,63,46,62,64,34,75,15,66,206695
6,9,14,9,9,18,13,14,11,10,206775
36,18,36,27,90,81,18,45,63,27,206865
24,30,0,24,0,3,3,15,18,30,206932
58,5,55,28,17,27,38,10,49,35,206944
64,25,46,33,22,59,31,21,57,48,206959
10,30,52,45,67,0,52,47,45,40,207148
33,41,48,28,47,27,30,59,56,49,207246
5,40,0,50,15,0,25,15,20,20,207259
17,53,33,44,2,27,15,20,22,28,207339
4,4,36,24,20,4,0,24,40,20,207341
10,20,30,80,50,90,40,80,70,50,207349
90,10,70,60,100,90,80,10,40,50,207494
17,18,28,24,20,30,25,30,33,27,207499
45,17,14,18,50,40,26,35,24,29,207616
32,50,21,77,29,40,66,48,56,32,207782
15,38,32,42,15,32,12,16,26,24,207825
2,27,17,62,52,57,32,42,67,30,207835
32,32,72,16,80,32,40,80,48,48,207965
66,54,49,26,37,28,28,34,26,46,208019
48,42,18,60,60,36,24,54,18,24,208095
19,54,34,38,30,56,33,36,37,44,208112
46,54,70,56,26,60,48,40,44,56,208141
31,73,37,45,26,48,34,58,47,21,208147
43,40,47,46,52,44,41,20,53,47,208406
8,32,0,32,48,0,72,16,40,0,208410
58,65,11,69,29,19,21,45,70,50,208555
42,20,5,27,40,15,35,40,30,15,208568
12,45,34,23,35,35,57,16,24,30,208668
80,32,24,16,56,72,16,40,48,48,208671
33,26,31,23,39,27,45,35,13,21,208788
33,66,63,40,50,36,13,56,46,50,208815
34,43,49,28,35,58,45,34,53,44,208829
45,64,34,45,42,59,58,76,51,64,208897
40,70,60,76,40,80,83,53,56,43,208907
12,18,0,30,24,21,18,27,3,30,209147
63,7,7,42,28,14,56,56,14,7,209148
18,24,42,42,18,42,18,18,60,42,209156
21,60,38,47,46,39,52,39,48,32,209160
42,45,34,31,36,28,39,48,9,30,209174
36,18,60,27,48,48,32,28,37,34,209229
30,36,43,18,39,16,20,49,40,27,209373
24,16,0,24,40,0,0,32,20,24,209464
81,36,45,4,45,27,49,18,54,54,209486
0,0,0,0,0,0,0,0,0,0,209516
34,50,73,45,36,21,45,47,24,61,209563
25,21,27,17,41,29,40,30,27,34,209631
40,29,25,19,39,42,68,53,34,38,209756
35,37,45,30,35,52,45,70,72,70,209817
48,38,50,31,3,25,27,22,24,27,209875
10,7,33,41,37,16,16,41,20,14,209974
18,49,69,34,46,46,45,49,25,44,210035
54,66,54,52,43,48,18,63,72,62,210168
28,32,36,12,68,32,72,40,28,44,210273
44,36,52,64,36,24,40,24,52,24,210311
18,21,30,18,18,18,31,33,31,18,210317
40,35,65,40,13,41,9,50,68,31,210485
35,37,35,40,47,50,39,57,31,38,210587
46,18,48,47,70,35,61,17,58,56,210597
40,16,46,49,44,22,25,35,32,37,210685
30,5,40,10,30,45,30,15,15,5,210717
40,39,61,50,54,38,66,57,39,11,210738
21,31,26,21,31,31,29,26,8,40,210822
13,31,40,25,28,32,31,45,53,33,210959
21,21,35,0,7,7,63,21,28,7,211057
16,40,16,80,64,16,8,56,40,56,211137
40,0,0,8,72,48,24,24,24,32,211344
40,28,26,33,37,31,45,33,38,19,211351
49,26,39,48,46,26,23,37,55,31,211426
58,20,29,22,25,36,36,48,7,50,211430
40,16,40,72,64,40,0,72,40,56,211610
35,14,7,7,56,70,28,42,28,42,211847
32,28,39,41,45,46,38,50,34,27,211919
55,34,49,42,45,45,48,54,26,67,212088
24,74,48,56,55,34,44,54,23,59,212142
32,24,24,48,0,48,56,16,16,24,212275
21,36,21,33,60,24,30,42,33,48,212328
18,36,36,27,0,36,81,36,27,45,212385
20,24,60,37,9,30,7,17,60,11,212467
63,39,64,36,32,32,48,20,73,42,212628
45,30,43,24,50,46,46,57,38,22,212923
8,29,24,25,19,28,38,46,49,17,212965
40,16,48,24,32,48,48,72,56,0,213066
36,30,48,18,18,42,18,12,36,24,213119
7,10,31,52,42,63,31,56,31,3,213126
33,29,29,34,19,25,51,25,46,40,213150
68,21,33,24,73,63,72,33,32,29,213197
13,36,66,60,46,49,6,38,29,34,213255
64,62,54,40,48,80,50,36,48,54,213312
17,34,41,21,33,30,42,27,37,43,213316
12,30,24,12,0,54,6,12,18,24,213523
21,32,38,21,47,53,30,32,18,42,213531
32,43,29,34,39,22,44,37,35,19,213628
10,15,47,33,30,31,53,18,46,46,213638
18,15,19,16,32,12,23,12,23,24,213657
60,90,20,10,90,10,60,100,90,50,213760
36,33,20,28,28,55,10,54,34,21,213919
26,44,39,31,61,31,61,13,27,30,214102
29,46,29,43,30,33,48,33,33,35,214138
41,32,47,34,37,60,18,33,39,34,214244
17,28,61,3,68,36,27,53,7,33,214272
32,39,56,63,36,25,22,35,56,43,214315
43,20,34,42,44,45,62,71,35,40,214436
48,52,53,19,41,60,44,60,28,26,214786
6,42,54,42,0,48,6,18,30,48,214851
0,0,0,0,0,0,0,0,0,0,214890
32,20,24,40,28,7,22,11,16,22,214920
50,53,59,57,45,32,39,50,15,46,215006
23,20,26,42,28,33,17,44,29,26,215225
54,7,24,49,73,27,17,68,37,49,215829
0,0,0,0,0,0,0,0,0,0,215942
49,49,26,30,68,23,68,67,31,67,215953
27,34,28,22,22,53,31,23,12,20,215986
0,90,0,0,90,70,70,60,50,30,215988
42,16,42,50,48,66,29,50,34,64,216012
49,35,56,49,63,14,28,42,28,49,216386
80,70,0,30,60,0,70,100,10,70,216435
12,7,15,13,1,8,11,1,10,14,216444
31,81,36,81,15,5,62,49,69,41,216466
30,35,55,43,64,50,44,29,30,54,216557
51,59,45,42,50,66,17,57,61,20,216670
63,25,32,14,47,37,56,46,30,46,216683
26,36,21,17,49,17,41,33,31,46,216829
90,63,0,72,18,90,45,27,9,45,217106
11,20,12,21,14,13,14,11,18,11,217121
40,33,16,3,20,46,10,40,43,43,217271
27,10,20,7,22,45,10,40,20,0,217318
49,22,58,26,28,30,39,26,39,29,217375
21,21,14,63,28,28,70,42,21,21,217468
19,15,16,46,52,23,31,18,40,27,217566
20,37,38,28,37,36,40,42,36,29,217740
45,33,38,44,30,40,37,10,43,21,217986
60,20,20,30,70,20,70,90,80,70,218005
36,50,25,36,24,56,38,13,22,23,218068
68,40,43,36,49,60,35,34,43,11,218121
41,2,47,35,58,6,36,45,61,5,218221
49,33,19,58,38,76,27,24,28,25,218241
27,0,63,81,72,81,72,72,90,90,218411
39,25,23,38,20,24,28,31,32,32,218552
52,36,52,37,28,16,46,30,36,22,218568
38,73,50,49,13,67,4,63,8,42,218608
22,36,4,27,40,0,40,13,40,45,218615
36,18,28,32,16,8,12,20,8,34,218976
26,53,30,18,23,32,26,21,47,19,219008
38,21,48,51,73,50,53,43,55,40,219209
56,8,24,16,8,40,24,40,8,24,219301
42,53,74,42,74,45,58,53,34,40,219321
44,40,48,48,54,27,36,36,14,28,219546
14,21,23,27,16,26,22,16,28,24,219683
0,0,0,0,0,0,0,0,0,0,219813
60,57,44,29,58,50,16,37,54,52,219951
43,15,52,6,29,28,51,38,18,10,220122
81,58,38,49,35,55,39,24,30,30,220240
39,42,43,31,53,48,20,24,38,34,220278
65,53,22,30,50,73,43,20,77,53,220314
26,51,29,57,42,32,29,45,18,37,220597
10,25,30,15,0,15,25,35,15,45,220664
33,46,33,10,40,16,43,36,43,20,220688
19,42,24,12,0,18,47,29,42,42,220867
52,36,60,18,50,53,21,19,40,41,221445
61,33,40,34,34,32,27,47,38,36,221655
36,22,57,34,12,54,42,3,6,28,221687
53,40,60,32,42,61,39,44,43,25,221705
43,28,28,45,36,28,44,39,45,40,221732
39,39,37,20,52,47,40,38,39,28,221753
46,35,33,59,31,55,30,36,33,3,221777
51,49,44,20,47,30,21,57,31,39,221870
55,71,40,36,59,48,57,12,32,31,221948
29,50,42,41,44,30,43,18,53,29,222035
56,38,36,56,36,19,24,38,28,36,222050
5,5,6,4,12,13,8,9,4,10,222054
35,47,35,44,18,50,38,61,44,42,222204
18,47,57,51,18,23,45,65,38,39,222220
49,42,50,54,39,38,24,39,41,34,222296
0,9,30,0,6,21,18,6,9,3,222488
52,42,60,95,75,34,67,5,19,53,222563
31,42,23,27,36,29,26,34,20,36,222912
52,57,10,55,16,55,55,36,69,32,222941
49,28,63,56,35,56,21,0,21,56,223034
27,35,45,55,23,58,39,33,70,66,223066
42,29,22,29,37,20,36,20,32,26,223087
41,36,45,57,22,36,42,35,29,42,223154
14,35,43,47,19,21,8,37,21,22,223156
0,90,54,0,90,27,63,9,45,45,223190
40,48,60,52,48,60,36,20,68,24,223201
76,8,18,8,33,46,20,45,60,67,223231
36,42,54,18,0,60,60,12,6,12,223253
24,40,80,0,64,24,32,56,40,72,223386
40,40,58,45,36,36,58,40,81,58,223431
58,17,25,20,42,27,36,42,63,50,223438
50,25,16,18,33,12,57,20,35,67,223501
30,32,23,34,31,28,48,38,50,52,223530
51,35,50,44,15,5,37,45,10,41,223566
36,12,16,40,8,16,28,8,16,36,223644
70,56,45,3,35,49,31,42,35,31,223721
42,12,17,37,0,70,60,40,22,30,223787
33,41,33,42,63,15,30,36,41,27,223814
16,32,16,45,34,24,18,32,69,18,223879
26,15,23,35,27,27,16,22,26,14,223953
0,0,0,0,0,0,0,0,0,0,224108
41,38,40,67,84,69,48,61,51,20,224138
31,47,41,71,40,45,58,21,38,40,224146
22,33,50,10,34,27,22,32,51,33,224159
52,38,51,27,51,66,49,46,68,28,224249
28,44,44,40,36,16,48,56,24,32,224349
32,64,36,20,52,48,32,48,16,44,224366
37,26,36,19,30,30,1,0,17,8,224430
48,50,38,53,41,73,48,75,31,43,224525
15,28,39,22,26,20,38,42,9,25,224572
34,9,17,26,26,18,14,28,36,0,224646
49,34,19,20,41,29,45,26,14,35,224764
45,72,18,81,27,45,63,36,18,45,224768
15,0,15,20,10,50,45,5,25,35,224809
24,20,37,27,37,19,27,27,18,22,224904
100,50,70,30,70,30,70,80,20,20,224923
54,22,35,27,21,54,40,33,36,32,224944
45,9,20,23,66,47,27,60,26,44,224997
17,19,26,39,24,18,37,34,56,19,225066
11,21,22,63,32,33,49,51,45,39,225078
20,41,31,16,38,50,52,76,14,32,225087
44,46,29,53,52,27,35,30,31,40,225199
51,14,34,13,18,26,45,32,31,33,225379
25,23,28,16,29,20,25,27,19,13,225411
43,49,29,38,50,29,63,43,46,45,225595
29,36,52,40,37,19,39,27,43,34,225659
6,16,8,16,6,18,8,16,14,4,225686
40,30,35,45,30,25,35,22,22,22,225763
32,29,54,55,30,62,58,34,28,50,225810
42,15,22,16,54,25,53,21,44,47,225886
36,58,60,35,45,66,18,36,36,32,225887
46,42,40,63,50,24,39,41,35,31,225986
49,40,39,33,41,24,83,47,29,48,225996
64,56,16,72,80,80,24,0,64,32,226006
48,39,50,56,51,46,48,56,53,41,226205
63,58,31,48,18,45,27,33,14,39,226341
73,36,70,26,10,10,50,30,10,56,226362
29,34,25,19,25,32,26,22,27,28,226482
71,35,36,66,42,41,8,45,36,15,226545
36,30,9,65,37,68,42,42,42,53,226553
80,72,8,72,0,56,0,64,80,40,226616
32,45,46,41,61,19,76,90,34,13,226745
32,52,55,62,43,61,68,30,43,36,226879
33,55,43,52,51,48,32,40,52,40,226965
56,7,21,42,7,0,14,21,49,35,227025
32,80,64,72,80,24,48,80,56,40,227072
24,72,80,80,32,24,80,72,56,40,227097
56,63,56,36,26,86,56,33,50,6,227176
31,45,74,56,49,63,38,57,53,19,227250
0,7,10,8,7,3,11,7,8,10,227276
40,80,45,55,35,50,45,50,65,55,227397
34,42,29,16,23,65,23,38,43,28,227447
37,52,60,78,34,53,57,35,29,30,227520
10,0,10,7,12,5,25,10,2,25,227702
43,50,33,25,46,45,37,38,27,54,227705
30,15,20,20,30,10,20,30,50,30,227835
46,33,28,19,36,49,40,3,51,33,227836
49,42,70,7,35,35,42,35,7,49,227884
36,28,29,45,42,45,57,41,54,47,228021
25,6,52,36,45,35,61,24,19,50,228206
28,23,21,24,14,17,30,15,40,9,228311
11,2,2,11,4,11,18,21,0,4,228313
30,15,0,19,12,29,39,15,51,3,228445
100,30,30,10,20,20,40,0,80,70,228579
34,43,29,39,39,32,28,48,27,48,228681
16,16,8,64,24,16,72,40,56,80,228727
44,28,38,53,25,27,56,41,17,58,228764
67,69,28,25,31,8,68,58,40,37,228789
23,16,32,36,27,18,29,22,14,37,228868
18,6,12,60,6,60,30,12,6,48,228998
21,34,32,37,41,18,32,17,30,33,229011
50,69,58,34,70,50,61,52,42,40,229258
16,56,80,16,56,24,32,64,80,72,229282
3,6,0,21,30,24,27,24,6,12,229329
50,20,80,90,30,90,30,10,20,30,229334
17,26,42,35,56,54,30,22,22,56,229409
50,8,76,72,25,66,22,36,66,8,229502
45,66,71,53,53,48,22,18,63,84,229551
37,30,37,20,15,32,30,28,30,25,229632
24,56,64,64,16,16,32,32,72,8,229703
72,32,40,16,64,80,32,8,72,40,229741
60,10,0,20,40,90,100,0,20,20,229768
64,32,0,0,24,48,48,48,40,0,229862
30,35,20,18,35,27,22,25,25,12,230013
40,45,40,50,40,58,39,40,25,43,230030
39,20,35,41,35,31,14,19,34,26,230115
32,72,0,64,24,48,48,48,80,32,230374
12,18,12,54,60,60,30,36,18,12,230400
49,44,53,35,67,47,46,19,57,90,230427
44,45,42,40,40,50,39,37,59,59,230522
8,33,50,36,12,33,12,28,44,34,230699
10,56,22,0,54,52,42,16,32,28,230708
36,28,31,25,9,33,17,42,27,19,231081
36,23,39,25,60,20,32,13,26,24,231210
27,25,25,55,29,29,47,22,36,61,231237
31,35,10,45,10,59,31,21,35,17,231263
19,33,52,29,28,53,19,48,30,32,231264
12,38,45,36,50,78,46,35,26,81,231340
0,64,72,24,16,40,0,32,48,8,231351
58,6,45,7,37,39,33,58,16,48,231354
22,53,37,47,40,26,13,45,18,43,231393
63,23,26,33,26,73,36,26,50,76,231827
0,0,0,0,0,0,0,0,0,0,231857
40,45,40,36,13,40,40,40,36,45,231891
57,47,33,23,40,35,28,45,27,43,231993
8,32,32,20,36,20,28,28,20,24,232106
37,27,36,18,40,41,37,30,35,30,232131
20,100,70,0,80,10,10,30,90,20,232271
47,32,41,76,42,48,50,6,44,44,232522
27,29,40,39,22,46,26,28,39,29,232579
40,31,27,36,72,40,18,40,27,76,232945
47,50,26,48,54,45,31,52,56,31,232959
16,32,37,48,19,31,28,31,32,46,232964
36,56,49,33,28,33,6,31,59,77,232990
29,25,25,51,35,40,16,31,12,48,233041
0,0,0,0,0,0,0,0,0,0,233256
40,42,44,6,29,47,30,51,41,61,233445
0,24,8,16,8,0,16,48,72,64,233526
45,15,32,17,32,27,37,30,17,12,233578
15,21,23,11,42,37,39,45,35,26,233711
72,75,63,24,36,39,48,39,54,57,233903
61,62,60,75,62,57,49,55,48,75,233911
100,50,30,90,80,50,70,70,30,40,233917
30,10,20,100,0,80,90,20,70,30,233976
37,13,57,69,24,65,18,47,54,61,234023
16,0,0,32,40,16,64,32,56,0,234165
23,21,47,41,53,50,30,21,33,40,234281
36,42,44,0,48,26,33,6,38,65,234359
50,80,15,65,55,20,70,95,40,70,234399
51,9,49,45,52,27,22,75,24,27,234597
30,22,38,26,24,28,30,50,36,28,234623
50,57,60,42,42,70,75,12,42,50,234657
44,37,28,36,62,52,39,50,20,29,234721
30,39,32,69,31,40,40,58,52,42,234765
0,0,0,0,0,0,0,0,0,0,234797
24,35,40,50,46,43,49,30,34,42,234828
26,26,26,29,38,31,14,28,30,30,234948
36,26,37,9,16,0,46,24,38,43,234954
64,19,51,25,22,49,42,48,43,40,235105
48,56,24,4,48,48,44,52,28,20,235146
32,24,20,4,24,0,20,20,24,4,235173
75,57,39,16,40,13,66,30,55,61,235282
43,34,50,29,41,47,23,40,45,50,235392
40,40,47,13,76,32,44,36,32,41,235475
28,0,56,35,42,49,28,35,42,42,235498
32,38,58,0,20,21,72,22,51,26,235506
23,28,13,28,18,37,31,23,13,26,235805
32,12,39,54,31,4,59,32,54,30,235842
63,70,63,28,35,35,42,56,21,56,235895
58,70,46,69,38,52,39,34,28,50,235935
42,45,56,28,53,35,33,57,39,40,236058
40,20,35,30,15,0,10,50,45,20,236097
58,39,36,44,31,28,25,45,15,42,236164
25,35,40,51,33,26,43,40,15,42,236172
33,14,29,37,22,40,26,20,41,36,236267
40,32,33,51,45,69,20,31,63,54,236269
51,43,28,60,64,57,47,58,42,45,236283
70,28,42,49,70,49,63,56,70,70,236340
34,37,32,62,51,37,50,51,58,81,236625
0,0,0,0,0,0,0,0,0,0,236655
37,20,35,56,38,42,47,24,45,11,236727
18,29,39,41,35,19,13,9,32,32,236757
90,100,20,0,0,100,10,90,50,10,236948
32,35,21,34,27,39,49,21,47,41,236955
36,28,25,40,47,33,27,31,40,43,236959
21,0,9,9,3,6,21,21,0,3,237264
54,48,48,0,48,36,48,42,0,42,237271
16,72,40,24,40,32,80,8,24,8,237433
30,42,48,24,0,0,6,6,24,36,237534
39,30,17,50,53,59,44,29,54,23,237748
8,24,16,16,24,56,56,0,32,8,237856
49,30,42,24,31,69,49,28,39,45,237990
5,45,10,0,20,10,0,35,50,25,238008
23,40,20,31,4,18,16,16,46,32,238057
47,34,38,31,37,59,29,35,31,37,238065
41,34,31,33,19,39,38,46,38,38,238120
24,27,38,30,24,29,24,29,30,20,238179
0,0,0,0,0,0,0,0,0,0,238231
60,70,42,62,72,80,45,42,80,42,238475
38,17,31,32,35,14,22,35,16,18,238557
60,40,20,12,60,24,40,44,28,28,238613
24,30,41,18,35,36,38,38,24,36,238630
22,30,9,43,35,34,45,34,36,28,238699
36,30,40,36,35,31,26,33,37,21,238781
72,48,40,64,48,80,24,48,8,40,238849
13,10,11,11,16,16,7,17,11,19,238864
36,29,34,43,47,46,30,65,38,77,238889
36,20,34,36,32,36,53,33,33,30,239106
43,32,45,38,37,31,45,32,45,54,239423
31,7,3,7,21,14,7,28,3,21,239468
30,53,70,26,24,28,35,48,66,50,239488
30,40,27,50,12,40,50,75,37,5,239535
38,27,40,53,55,43,44,58,46,47,239584
72,37,27,30,40,33,42,9,13,57,239594
56,60,56,46,46,66,50,56,48,60,239626
31,39,15,15,15,38,29,15,41,61,239688
100,80,30,10,10,80,80,20,40,40,239736
0,0,0,0,0,0,0,0,0,0,239788
30,31,22,29,33,10,19,34,32,20,240035
41,17,39,10,65,53,71,48,46,33,240051
45,23,40,12,54,38,25,42,55,42,240100
30,22,29,36,24,24,34,38,22,42,240144
68,43,36,33,36,8,33,29,69,22,240219
35,35,44,52,39,17,31,35,22,41,240318
43,33,36,61,39,26,24,37,38,38,240370
37,57,47,43,52,37,35,61,37,31,240401
49,70,7,42,35,21,42,21,7,63,240403
24,36,28,35,23,32,33,21,45,26,240541
37,52,35,55,32,65,57,42,57,32,240543
67,48,49,13,41,21,64,50,56,36,240567
26,30,30,52,41,25,35,44,30,27,240568
0,100,100,100,70,20,100,80,80,50,240643
26,31,41,39,45,9,42,37,31,18,240756
25,35,35,25,24,22,23,30,30,19,240883
25,43,20,25,21,52,11,15,12,46,240906
27,21,22,29,52,51,29,20,24,46,241042
9,0,3,15,0,24,18,21,21,15,241198
44,55,65,55,45,48,22,75,58,36,241204
0,0,0,0,0,0,0,0,0,0,241432
34,46,46,35,25,45,42,36,45,60,241548
10,17,22,35,27,10,17,12,32,50,241565
26,33,39,36,33,31,32,30,34,45,241666
57,41,52,67,30,23,31,44,33,43,241791
20,21,7,3,17,17,21,11,6,17,241802
42,34,47,36,80,9,53,54,27,58,241980
60,70,100,0,60,100,50,90,0,70,242006
55,66,43,31,43,53,46,27,27,47,242073
49,48,30,38,27,46,27,24,78,54,242106
36,31,30,31,12,38,43,39,36,40,242143
0,0,0,0,0,0,0,0,0,0,242215
31,39,32,26,56,25,18,12,50,69,242273
40,42,72,38,60,33,21,20,28,23,242299
10,13,10,3,1,12,3,10,1,3,242409
65,31,30,38,44,28,44,65,72,45,242465
48,24,80,8,8,24,0,24,80,40,242499
38,26,56,37,55,50,52,48,24,44,242639
65,15,40,30,20,30,12,37,52,35,242646
40,100,90,90,70,70,50,30,30,70,242962
63,81,18,18,45,54,54,45,54,54,243004
12,32,16,36,8,0,0,12,36,36,243058
54,51,14,26,63,39,21,65,34,16,243065
10,40,40,28,42,35,33,20,22,28,243075
37,16,22,37,28,55,38,40,18,73,243077
28,53,28,25,63,67,49,43,4,29,243206
40,35,35,0,25,25,20,50,0,10,243213
77,35,55,20,28,38,41,32,31,51,243236
47,22,41,51,37,40,18,42,69,57,243294
37,30,27,58,25,24,27,30,56,14,243312
38,56,47,43,31,19,54,34,32,7,243328
25,35,31,47,33,40,34,13,40,42,243360
50,58,43,36,80,5,25,19,45,14,243700
34,32,34,18,26,23,30,28,21,36,243745
30,50,30,10,10,30,5,5,10,15,243759
34,33,30,23,27,42,42,35,37,43,243876
50,40,90,50,20,10,50,0,60,60,243879
25,20,20,12,10,25,5,0,7,0,243929
3,3,15,9,15,21,30,27,6,12,243930
42,56,21,17,31,14,10,52,35,0,243942
24,12,18,36,18,48,60,54,6,24,244070
0,31,45,27,45,4,27,36,18,45,244139
78,66,22,71,21,61,17,32,52,44,244171
21,18,34,27,19,2,19,15,33,26,244277
8,34,31,36,31,28,44,33,30,40,244286
26,11,53,65,53,31,16,21,31,71,244349
30,28,16,9,32,28,37,35,7,18,244375
16,43,66,46,46,66,46,76,30,30,244420
39,45,23,51,56,34,47,42,43,51,244627
28,55,51,36,35,31,49,21,59,12,244657
48,64,37,64,60,52,46,49,30,45,244662
37,45,33,18,39,45,40,49,50,31,244685
39,56,35,30,16,21,42,37,28,37,244736
56,63,7,42,21,7,14,35,63,56,244742
38,26,19,42,23,30,3,40,25,24,245088
35,59,34,49,26,35,47,25,22,50,245128
10,60,20,80,50,70,0,10,50,20,245157
60,69,35,42,47,71,32,19,59,47,245295
41,11,50,30,44,29,28,22,50,45,245371
7,42,63,0,42,35,42,63,14,14,245410
7,12,22,25,10,20,22,12,5,2,245499
0,0,0,0,0,0,0,0,0,0,245534
26,36,33,12,37,40,38,37,20,54,245645
46,35,43,13,39,47,41,32,36,38,245650
30,12,46,36,33,35,31,41,26,30,245827
35,35,8,53,28,16,50,9,7,45,245963
12,30,0,12,6,18,42,12,30,54,246036
8,16,40,8,20,36,8,20,28,12,246156
30,56,34,32,42,41,46,32,39,53,246247
43,46,38,72,40,46,65,58,29,32,246311
46,48,81,24,45,38,49,42,53,55,246318
77,31,24,42,21,49,16,61,33,63,246470
45,63,36,63,81,27,81,63,81,9,246507
90,100,60,100,40,60,20,30,60,10,246512
46,23,14,42,22,44,34,19,30,7,246513
2,18,6,12,0,16,18,0,8,12,246617
14,33,26,31,64,14,55,28,40,23,246634
45,9,45,63,45,72,27,18,90,36,246655
70,57,45,45,45,27,30,7,30,25,246678
24,30,24,35,25,16,27,37,33,26,246759
22,22,16,31,26,12,36,41,44,11,246766
41,30,48,55,40,26,60,55,28,58,246776
20,19,22,17,18,5,36,28,28,24,246798
0,0,0,0,0,0,0,0,0,0,246823
13,44,56,27,59,43,60,74,48,73,247055
28,49,41,38,61,53,29,37,46,19,247129
25,32,10,37,26,36,30,7,15,16,247201
11,43,19,8,1,6,32,24,36,12,247240
6,36,48,30,60,42,24,6,18,0,247241
52,49,43,42,58,58,36,51,42,51,247429
20,33,64,53,50,39,26,21,37,30,247447
35,61,57,45,24,36,28,26,36,61,247752
34,28,33,24,62,19,12,28,22,37,247852
49,38,41,42,14,33,47,44,27,69,248003
27,22,57,51,22,46,29,59,42,35,248221
2,46,32,35,40,42,36,10,48,50,248259
7,16,44,47,49,21,39,48,10,33,248274
