ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0156006529,Where or When  : A Novel,Anita Shreve,1999,Harvest Books
0446673544,Sex &amp; the City,Candace Bushnell,1997,Warner Books
0312243022,The Hours : A Novel,Michael Cunningham,2000,Picador
0385490445,Alias Grace : A Novel,Margaret Atwood,1997,Anchor
0345316770,Almost Paradise,Susan Isaacs,1990,Ballantine Books
0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage
0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
0385480016,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,Anchor
0061098361,Circle of Three: A Novel,Patricia Gaffney,2001,HarperTorch
0061093092,Lily White,Susan Isaacs,1997,HarperTorch
0425189414,Midnight Runner,Jack Higgins,2003,Berkley Publishing Group
0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
0373250223,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink
0373711026,North Country Man,Carrie Alexander,2002,Harlequin
0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA
038533656X,Apocalipstick,SUE MARGOLIS,2003,Delta
0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
0452284481,Le Divorce (William Abrahams Book),Diane Johnson,2003,Plume Books
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey
0060929596,As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto,2001,Perennial
0374516901,Basin and Range,John McPhee,1982,Noonday Press
0440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company
0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf
0425163385,The Night Crew,John Sandford,2004,Berkley Publishing Group
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket
0553585681,Always a Thief,Kay Hooper,2003,Bantam Books
0743212002,Deck the Halls,Mary Higgins Clark,2000,Simon &amp; Schuster
037348397X,The Donovan Legacy,Nora Roberts,1999,Harlequin
0679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA
2207252000,La Maison des feuilles,Mark Z. Danielewski,2002,DenoÃ?Â«l
2266000489,La Nuit Des Temps,Rene Barjavel,0,Presses De La Cite French
0316693324,When the Wind Blows,James Patterson,1998,Replica Books
0553283685,Hyperion,DAN SIMMONS,1990,Bantam
0345367898,Witching Hour (Lives of the Mayfair Witches),Anne Rice,1991,Ballantine Books
0440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company
031231616X,I Capture the Castle,Dodie Smith,2003,St. Martin's Griffin
0894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing
0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books
0345401123,Your Blues Ain't Like Mine,BEBE MOORE CAMPBELL,1995,Ballantine Books
1551669501,Diamond Spur,Diana Palmer,2002,Mira
0375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA
0618126988,The Silmarillion,J.R.R. Tolkien,2001,Houghton Mifflin
0060094850,The Torn Skirt,Rebecca Godfrey,2002,Perennial
0872860175,Howl and Other Poems (Pocket Poets),Allen Ginsberg,1956,City Lights Publishers
0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group
0060192119,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers
0140140352,Haroun and the Sea of Stories,Salman Rushdie,1991,Penguin Putnam~trade
0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
0316969680,The Beach House,James Patterson,2002,"Little, Brown"
3518368540,Homo Faber,Max Frisch,0,Distribooks Int'l+inc
0786887842,Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,Doris Pilkington,2002,Miramax
1853260312,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1998,NTC/Contemporary Publishing Company
0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
0375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,Alfred A. Knopf
0440224764,The Partner,John Grisham,1998,Dell Publishing Company
0553572997,The Alienist,Caleb Carr,1995,Bantam Books
0380727501,Notes from a Small Island,Bill Bryson,1997,Perennial
0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette
0515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books
0385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1999,Anchor
0385486804,Into the Wild,Jon Krakauer,1997,Anchor
039914255X,Eat Right for Your Type,Peter J. D'Adamo,1996,G. P. Putnam's Sons
0440236673,The Brethren,John Grisham,2000,Island
0316291161,The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,1998,Back Bay Books
0449208397,If Life Is a Bowl of Cherries What Am I Doing in the Pits,Erma Bombeck,1990,Fawcett Books
031215125X,The Far Pavilions,M. M. Kaye,1997,St. Martin's Press
0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books
0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group
0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco
0060175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins
0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
0743437810,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2004,Pocket Books
0517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,1996,Random House Value Publishing
0743222008,The Vanished Man : A Lincoln Rhyme Novel,Jeffery Deaver,2003,Simon &amp; Schuster
0312982194,Gettin' Merry,Beverly Jenkins,2002,St. Martin's Paperbacks
0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books
0316690619,Cradle and All,James Patterson,2000,Little Brown and Company
0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision
0440224608,Siberian Light,Robin A. White,1998,Dell Publishing Company
0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company
1884822738,"Big Little Book of Irish Wit &amp; Wisdom: Six Volumes in One : Irish Blessings, Irish Toasts, Irish Proverbs, Irish Riddles, Irish Laws, Irish Wisdom",Fergus Kelly,1997,Black Dog &amp; Leventhal Publishers
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor
0425130215,Hocus Pocus,Kurt Vonnegut,1991,Berkley Publishing Group
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA
0064408329,The Hanged Man,Francesca Lia Block,1999,HarperTrophy
0743456866,He Sees You When You're Sleeping : A Novel,Carol Higgins Clark,2002,Pocket
0440235464,Lost Girls,Andrew Pyper,2001,Dell Publishing Company
0765342294,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,2002,Starscape Books
0451821971,Leaving Home,Garrison Keillor,1988,New Amer Library
0670894494,The Passion of Artemisia,Susan Vreeland,2002,Viking Books
0345434692,The Skies of Pern,Anne McCaffrey,2002,Del Rey Books
034540288X,The Lost World,Michael Crichton,1996,Ballantine Books
0802713661,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Ross King,2000,Penguin Books
0440237688,The Giver (Readers Circle),LOIS LOWRY,2002,Laurel Leaf
0374281602,Reversible Errors: A Novel,Scott Turow,2002,Farrar Straus Giroux
0060970790,The Man Who Mistook His Wife for a Hat: And Other Clinical Tales,Oliver Sacks,1987,Harpercollins
0156787334,A Room of One's Own,Virginia Woolf,1989,Harcourt
0316182540,White Oleander : A Novel,Janet Fitch,2001,"Little, Brown"
0446611611,City of Bones,Michael Connelly,2003,Warner Books
0446604658,Lucky You,Carl Hiaasen,1998,Warner Vision
0553282476,CAT'S EYE,MARGARET ATWOOD,1989,Bantam
0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books
0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
0345413903,The Murder Book,Jonathan Kellerman,2003,Ballantine Books
0590634275,Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),Dav Pilkey,1999,Scholastic
0553582143,Body of Lies,IRIS JOHANSEN,2003,Bantam
0679426159,Standing in the Rainbow : A Novel,FANNIE FLAGG,2002,Random House
0316569321,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown"
0679732241,The Sound and the Fury (Vintage International),WILLIAM FAULKNER,1991,Vintage
0515090174,The Cat Who Could Read Backwards,Lilian Jackson Braun,1994,Jove Books
0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,Jove Books
1570719586,God-Shaped Hole,Tiffanie DeBartolo,2002,Sourcebooks Landmark
0385475713,Alias Grace,Margaret Atwood,1996,Nan A. Talese
0553375407,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995,Bantam
0679744479,Written on the Body,Jeanette Winterson,1994,Vintage Books USA
0345454073,The Homing,John Saul,2002,Ballantine Books
0671034022,Mercy,Julie Garwood,2002,Pocket
0440208149,An Acceptable Time,Madeleine L'Engle,1990,Laure Leaf
0451151259,Eyes of the Dragon,Stephen King,1988,Penguin Putnam~mass
0446607711,The Simple Truth,David Baldacci,1999,Warner Books
0345416880,Enchantment,Orson Scott Card,2000,Del Rey Books
0380771292,"Black Thorn, White Rose",Ellen Datlow,1995,Eos
0060187271,The Last Report on the Miracles at Little No Horse,Louise Erdrich,2001,HarperCollins Publishers
0385497288,The Unknown Errors of Our Lives: Stories,Chitra Banerjee Divakaruni,2002,Anchor Books/Doubleday
038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub
0312278675,Steppenwolf: A Novel,Hermann Hesse,2002,Picador
0312868308,Flesh and Gold,Phyllis Gotlieb,1999,Tor Books
0345434773,Evensong (Ballantine Reader's Circle),Gail Godwin,2000,Ballantine Books
0515122491,The Maze,Catherine Coulter,1998,Jove Books
0140265686,Out to Canaan (The Mitford Years),Jan Karon,1998,Viking Books
0140254544,A Light in the Window (The Mitford Years),Jan Karon,1996,Penguin Books
0451524934,1984,George Orwell,1990,Signet Book
0345350499,The Mists of Avalon,MARION ZIMMER BRADLEY,1987,Del Rey
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
0316089699,Sea Glass: A Novel,Anita Shreve,2003,Back Bay Books
0373708319,"Man I Used To Know  (Love That Man) (Harlequin Superromance, 831)",Margot Dalton,1999,Harlequin
0140348107,My Side of the Mountain,Jean Craighead George,2000,Scott Foresman (Pearson K-12)
0060506679,Every Secret Thing : A Novel,Laura Lippman,2003,William Morrow
0375701427,American Pastoral,Philip Roth,1998,Vintage
0380014300,Nine Princes In Amber,Roger Zelazny,1977,Avon
0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press
0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
0192860925,The Selfish Gene,Richard Dawkins,1990,Oxford University Press
0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books
0553580302,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,2001,Spectra Books
0441328008,"Heretics of Dune (Dune Chronicles, Book 5)",Frank Herbert,1996,ACE Charter
0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket
0451177096,Dolores Claiborne,Stephen King,2004,Signet Book
0345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books
0684818868,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,James W. Loewen,1996,Touchstone
0312852487,"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,1991,Tor Books
0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
0871401185,Introductory Lectures on Psychoanalysis,Sigmund Freud,1989,Liveright Publishing Corporation
1578562325,"All Together in One Place: A Novel of Kinship, Courage, and Faith (Kirkpatrick, Jane. Kinship and Courage Historical Series, Bk. 1.)",Jane Kirkpatrick,2000,Waterbrook Press
0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday
0060922532,Pigs in Heaven,Barbara Kingsolver,1994,Perennial
0440236703,Tell No One,Harlan Coben,2002,Dell Publishing Company
0316779490,Naked,David Sedaris,1997,Little Brown &amp; Co
0375706410,Waiting (Vintage International),Ha Jin,2000,Vintage Books USA
0806957050,Sit &amp; Solve - Lateral Thinking Puzzles,Paul Sloane,2002,Sterling Publishing
0140621407,Fairy Tales (Penguin Popular Classics),H.C. Andersen,1995,Penguin Books Ltd
0553274503,Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,Bantam
0345308239,March of Folly: From Troy to Vietnam,Barbara W. Tuchman,1992,Ballantine Books
0413537900,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982,Methuen Publishing Ltd
0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
0743469801,Why Girls Are Weird : A Novel,Pamela Ribon,2003,Downtown Press
0671822209,WLD ACCORDNG GARP,John Irving,1979,Pocket
0345384350,Icebound,Dean R. Koontz,1995,Ballantine Books
0060175532,Young Wives,Olivia Goldsmith,2000,HarperCollins Publishers
0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
0684862719,Pay It Forward: A Novel,Catherine Ryan Hyde,2000,Simon &amp; Schuster
0345452534,The Murder Book,JONATHAN KELLERMAN,2002,Ballantine Books
0316602051,The Jester,James Patterson,2003,"Little, Brown"
0440221420,No Witnesses: A Novel,Ridley Pearson,1996,Island
0451197879,Roadwork,Richard Bachman,1999,Signet Book
0446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision
0061015725,Prey,Michael Crichton,2003,Avon Books
0312958455,The Last Coyote (Last Coyote),Michael Connelly,1996,St. Martin's Press
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam
0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books
0553348973,Still Life with Woodpecker,TOM ROBBINS,1990,Bantam
0446516538,Slow Waltz in Cedar Bend,Robert James Waller,1993,Warner Books
0440214041,The Pelican Brief,John Grisham,1993,Dell
0393011224,The Age of Sensation,Herbert Hendin,1975,W. W. Norton &amp; Company
1895857058,On the Safe Edge: A Manual for SM Play,Trevor Jacques,1993,Alternate Sources
0553476580,Alchemist,Paulo Coelho,1995,Random House Audio
0525945040,The Other Side and Back: A Psychic's Guide to Our World and Beyond,Sylvia Browne,1999,Penguin Putnam
044020562X,One,Richard Bach,1989,Dell
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books
0912365579,Chief Seattle (Northwest Mythic Landscape Series),David Buerge,1992,Pub Group West
0809237628,"Chris-In-The-Morning: Love, Life, and the Whole Karmic Enchilada",Louis Chunovic,1993,McGraw-Hill
0062509594,Essential Rumi,Coleman Barks,1997,HarperSanFrancisco
0399505962,Indoor Cat,Patricia Curtis,1981,Perigee Books
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books
0553205587,Lord God Made Them All,James Herriot,1982,Bantam Doubleday Dell
0449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,Ballantine Books
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor
1573229326,How to Be Good,Nick Hornby,2002,Riverhead Books
068483376X,Succulent Wild Woman,Sark,1997,Fireside
0385424736,The Rainmaker,John Grisham,1995,Doubleday Books
0671617028,The Color Purple,Alice Walker,1985,Pocket Books
0373245513,And Babies Make Four  (Manhattan Multiples),Marie Ferrarella,2003,Silhouette
0671696513,ABC MURDERS,Agatha Christie,1989,Pocket
0373123086,The Blind - Date Bride  (The Australians),Emma Darcy,2003,Harlequin
0446605239,The Notebook,Nicholas Sparks,1998,Warner Books
0440212723,Cold Sassy Tree,Olive Ann Burns,1992,Bantam Doubleday Dell
0671016768,Bloodstream,Tess Gerritsen,1999,Pocket
0060955775,Veronika Decides to Die,Paulo Coelho,2001,Perennial
0671004549,You Belong To Me,Mary Higgins Clark,1999,Pocket Books
0802139256,Peace Like a River,Leif Enger,2002,Grove Press
055356160X,Cry Wolf,TAMI HOAG,1993,Bantam
0345317580,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books
0140022651,Journey to the Center of the Earth,Jules Verne,1965,Penguin Books
0380570009,How to Talk So Kids Will Listen and Listen So Kids Will Talk,Adele Faber,1991,Back Bay Books
0345260627,Splinter of the Mind's Eye,Alan Dean Foster,1978,Ballantine Books
0671695304,"FOREVER : A Novel of Good and Evil, Love and Hope",Judy Blume,1989,Pocket
0515134384,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,Jove Books
0345375580,"The Elf Queen of Shannara (Heritage of Shannara, Book 3)",Terry Brooks,1993,Del Rey Books
0553295691,The Christie Caper,Carolyn G. Hart,1999,Bantam
0971766711,A Thousand Country Roads: An Epilogue to The Bridges of Madison County,Robert James Waller,2002,John M. Hardy
0060009241,See Jane Score (Avon Romance),Rachel Gibson,2003,Avon
1551668521,Reckless Encounter,Rosemary Rogers,2001,Mira
0060002050,On a Wicked Dawn (Cynster Novels),Stephanie Laurens,2002,Avon Books
0061032093,Breathing Room (Avon Romance),Susan Elizabeth Phillips,2003,Avon Books
0060001445,"Her Highness, My Wife",Victoria Alexander,2002,Avon
0380811065,Lady Sophia's Lover,Lisa Kleypas,2002,Avon
0385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,Delta
